,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-1625.60682, -1478.72091, 0, 0]","[-1301.3004, -1406.84492, 1297.2256799999996, 287.50396]","[-1038.25579, -1209.50822, 1052.1784400000006, 789.3468000000003]","[-791.05102, -995.86721, 988.8190799999998, 854.5640399999997]","[-505.75181, -849.76364, 1141.19684, 584.41428]","[-162.78502, -763.01866, 1371.8671599999998, 346.9799200000002]","[154.48318999999998, -642.37433, 1269.0728399999998, 482.5773199999999]","[416.98451, -438.33811, 1050.00528, 816.1448800000001]","[686.21374, -229.75681, 1076.916920000001, 834.3252000000007]","[1038.28892, -134.06198, 1408.3007199999997, 382.77932]","[1420.0995, -61.03575, 1527.2423200000003, 292.10492]","[1720.1539100000002, 86.82876, 1200.2176400000008, 591.45804]","[2012.8740899999998, 251.97092, 1170.8807199999983, 660.56864]","[2324.4065100000003, 344.09917, 1246.1296800000018, 368.51300000000003]","[2650.80688, 280.1509, 1305.6014799999994, -255.79308000000015]","[2962.11261, 184.32804, 1245.2229200000002, -383.29143999999997]"
1,People,"[3297.25036, 202.39111, 0, 0]","[3676.71524, 162.21953, 1517.85952, -160.68632000000002]","[3985.8666299999995, -40.74418, 1236.6055599999981, -811.85484]","[4284.96212, -280.79851, 1196.3819600000024, -960.2173200000001]","[4654.91629, -352.34881, 1479.81668, -286.2012]","[5043.84613, -390.68646, 1555.7193599999991, -153.3506]","[5151.318498102466, -403.12215085388993, 429.88947240986454, -49.74276341555969]","[5145.333023244782, -409.25352703984817, -23.94189943073434, -24.525504743832926]","[5139.347548387096, -415.3849032258065, -23.941899430745273, -24.5255047438334]","[5133.362073529413, -421.5162794117647, -23.94189943073434, -24.5255047438327]","[5127.376598671726, -427.64765559772303, -23.941899430745252, -24.52550474383338]","[5121.391123814042, -433.7790317836812, -23.941899430737976, -24.5255047438327]","[5115.405648956356, -439.9104079696394, -23.941899430741614, -24.5255047438327]","[5109.420174098672, -446.04178415559767, -23.941899430737976, -24.525504743833153]","[5103.4346992409855, -452.173160341556, -23.941899430745252, -24.52550474383338]","[5097.449224383301, -458.30453652751424, -23.941899430737976, -24.525504743832926]"
2,People,"[5091.4637495256175, -464.43591271347253, 0, 0]","[5085.478274667931, -470.5672888994307, -23.941899430745252, -24.5255047438327]","[5079.492799810248, -476.698665085389, -23.94189943073434, -24.525504743833153]","[5073.507324952561, -482.83004127134717, -23.941899430745252, -24.5255047438327]","[5067.521850094877, -488.9614174573055, -23.941899430737976, -24.52550474383338]","[5061.536375237191, -495.0927936432638, -23.941899430741614, -24.525504743833153]","[5055.550900379507, -501.22416982922203, -23.941899430737976, -24.525504743832926]","[5049.565425521821, -507.35554601518027, -23.941899430741614, -24.525504743832926]","[5043.579950664136, -513.4869222011383, -23.941899430741636, -24.525504743832265]","[5037.5944758064525, -519.6182983870967, -23.94189943073434, -24.525504743833608]","[5031.609000948766, -525.749674573055, -23.941899430745252, -24.525504743833153]","[5025.623526091083, -531.8810507590133, -23.94189943073434, -24.525504743833153]","[5019.638051233396, -538.0124269449715, -23.941899430745252, -24.5255047438327]","[5013.652576375713, -544.1438031309298, -23.94189943073434, -24.525504743833153]","[5007.667101518026, -550.2751793168879, -23.941899430745252, -24.5255047438327]","[5001.681626660342, -556.4065555028462, -23.941899430737976, -24.525504743833153]"
3,People,"[4995.6961518026565, -562.5379316888045, 0, 0]","[4989.710676944971, -568.6693078747627, -23.941899430741614, -24.5255047438327]","[4983.725202087287, -574.8006840607211, -23.941899430737976, -24.525504743833608]","[4977.739727229601, -580.9320602466793, -23.941899430741614, -24.5255047438327]","[4971.754252371917, -587.0634364326377, -23.941899430737976, -24.525504743833608]","[4965.768777514231, -593.1948126185957, -23.941899430741614, -24.525504743832244]","[4959.783302656548, -599.326188804554, -23.94189943073434, -24.525504743833153]","[4953.797827798861, -605.4575649905122, -23.941899430745252, -24.5255047438327]","[4947.812352941177, -611.5889411764706, -23.941899430737998, -24.52550474383363]","[4941.8268780834915, -617.7203173624288, -23.941899430741614, -24.5255047438327]","[4935.841403225806, -623.8516935483872, -23.941899430741614, -24.525504743833608]","[4929.855928368122, -629.9830697343452, -23.941899430737976, -24.525504743832244]","[4923.870453510436, -636.1144459203035, -23.941899430741614, -24.525504743833153]","[4917.884978652752, -642.2458221062617, -23.941899430737976, -24.5255047438327]","[4911.899503795066, -648.3771982922201, -23.941899430741614, -24.525504743833608]","[4905.914028937382, -654.5085744781784, -23.941899430737976, -24.525504743833153]"
4,People,"[4729.88423, -673.31191, 0, 0]","[4399.07064, -723.68106, -1323.254359999999, -201.47659999999996]","[4064.8704299999995, -638.71619, -1336.8008400000017, 339.8594800000001]","[3738.0851, -476.14716, -1307.1413199999988, 650.27612]","[3420.65951, -389.41496, -1269.7023599999993, 346.9287999999999]","[3073.1114199999997, -328.77886, -1390.192360000001, 242.5444]","[2710.64741, -255.02412999999999, -1449.8560399999988, 295.0189200000001]","[2386.7842, -89.50766999999999, -1295.45284, 662.06584]","[2056.0225800000003, 79.96708000000001, -1323.0464800000002, 677.8990000000006]","[1706.4294399999999, 91.81397, -1398.3725600000016, 47.38755999999995]","[1369.1762, 16.95777, -1349.012959999999, -299.4248]","[1053.49165, 10.10515, -1262.7382000000007, -27.41048]","[721.78207, 32.24347, -1326.8383199999998, 88.55328]","[411.7771, -35.52248, -1240.0198799999998, -271.0638]","[109.33072, -171.37373, -1209.7855200000001, -543.405]","[-193.85748, -281.08522999999997, -1212.7528, -438.8459999999999]"
5,People,"[-528.2577200000001, -295.01295, 0, 0]","[-884.04483, -234.63584, -1423.14844, 241.50843999999995]","[-1255.04536, -262.1779, -1484.00212, -110.16824000000008]","[-1616.93637, -313.4418, -1447.5640399999993, -205.0555999999999]","[-1947.10173, -234.99562999999998, -1320.6614400000008, 313.7846800000001]","[-2243.7538600000003, -66.05053000000001, -1186.6085200000007, 675.7803999999999]","[-2542.1964, 57.12242, -1193.7701599999982, 492.69180000000006]","[-2871.33826, 103.55011999999999, -1316.5674400000007, 185.71079999999998]","[-3268.4231800000002, 177.90005, -1588.3396800000023, 297.3997200000003]","[-3598.38725, 326.52531, -1319.85628, 594.50104]","[-3880.3595100000002, 502.81237000000004, -1127.88904, 705.1482400000002]","[-4162.082157782258, 588.6228112365592, -1126.8905911290312, 343.2417649462366]","[-4238.40010233871, 654.9950921505376, -305.2717782258078, 265.4891236559138]","[-4314.718046895162, 721.3673730645163, -305.2717782258078, 265.4891236559147]","[-4391.035991451613, 787.7396539784945, -305.27177822580416, 265.48912365591286]","[-4467.353936008065, 854.1119348924732, -305.2717782258078, 265.4891236559147]"
6,People,"[-4543.671880564516, 920.4842158064515, 0, 0]","[-4619.989825120968, 986.8564967204303, -305.2717782258078, 265.48912365591514]","[-4696.30776967742, 1053.2287776344087, -305.2717782258078, 265.4891236559138]","[-4772.625714233871, 1119.601058548387, -305.27177822580416, 265.4891236559133]","[-4848.943658790323, 1185.9733394623656, -305.2717782258078, 265.4891236559142]","[-4925.261603346775, 1252.345620376344, -305.2717782258078, 265.4891236559133]","[-5001.579547903226, 1318.7179012903225, -305.27177822580416, 265.4891236559142]","[-5077.897492459678, 1385.090182204301, -305.2717782258078, 265.4891236559142]","[-5154.21543701613, 1451.4624631182794, -305.2717782258081, 265.48912365591355]","[-5230.533381572581, 1517.834744032258, -305.27177822580416, 265.4891236559142]","[-5306.851326129034, 1584.2070249462365, -305.27177822581143, 265.4891236559142]","[-5383.169270685486, 1650.579305860215, -305.2717782258078, 265.4891236559142]","[-5459.487215241936, 1716.9515867741934, -305.2717782258005, 265.4891236559133]","[-5535.805159798388, 1783.323867688172, -305.2717782258078, 265.4891236559142]","[-5612.123104354839, 1849.6961486021505, -305.27177822580416, 265.4891236559142]","[-5688.441048911292, 1916.0684295161288, -305.27177822581143, 265.4891236559133]"
7,People,"[-5764.758993467742, 1982.4407104301074, 0, 0]","[-5841.0769380241945, 2048.812991344086, -305.27177822581143, 265.48912365591514]","[-5917.394882580646, 2115.1852722580647, -305.27177822580416, 265.4891236559142]","[-5993.7128271370975, 2181.5575531720433, -305.2717782258078, 265.4891236559142]","[-6070.030771693549, 2247.929834086021, -305.27177822580416, 265.4891236559106]","[-6146.348716250001, 2314.302115, -305.27177822581143, 265.48912365591605]","[-6222.666660806452, 2380.6743959139785, -305.2717782258005, 265.4891236559142]","[-6298.984605362904, 2447.046676827957, -305.27177822581143, 265.4891236559142]","[-6375.302549919355, 2513.418957741936, -305.27177822580444, 265.4891236559163]","[-6391.81939, 2529.89597, -66.06736032257686, 65.9080490322558]","[-6273.6767, 2506.5059899999997, 472.5707599999987, -93.55992000000151]","[-6075.7574, 2586.91997, 791.6771999999983, 321.65592000000106]","[-5852.79522, 2643.89165, 891.8487200000018, 227.88672000000042]","[-5649.34271, 2568.45683, 813.8100400000003, -301.7392799999998]","[-5409.88264, 2398.46612, 957.8402800000003, -679.9628400000001]","[-5182.90259, 2242.37838, 907.9202000000005, -624.3509599999998]"
8,People,"[-4905.0094, 2125.52111, 0, 0]","[-4611.06447, 1988.9933600000002, 1175.7797199999986, -546.1109999999999]","[-4368.55625, 1777.2546899999998, 970.0328800000025, -846.9546800000016]","[-4148.77944, 1501.97651, 879.1072399999975, -1101.1127199999992]","[-3910.32756, 1300.30268, 953.8075200000003, -806.6953199999998]","[-3617.7076700000002, 1147.43164, 1170.4795599999998, -611.48416]","[-3357.12463, 950.60675, 1042.3321600000017, -787.2995599999999]","[-3190.7616, 652.3822, 665.4521199999999, -1192.8982]","[-3008.20741, 280.49868, 730.21676, -1487.5340800000015]","[-2755.78, 31.0046, 1009.7096399999991, -997.9763199999999]","[-2492.1122100000002, -182.7915, 1054.6711599999999, -855.1844000000001]","[-2355.22613, -404.31813, 547.5443200000009, -886.1065199999999]","[-2254.76798, -688.61765, 401.83259999999973, -1137.1980800000001]","[-2119.91484, -978.2719699999999, 539.4125600000007, -1158.6172799999995]","[-1906.2803600000002, -1226.38132, 854.5379199999988, -992.4374000000003]","[-1680.16883, -1467.21424, 904.4461200000005, -963.3316800000002]"
9,People,"[-1571.47426, -1766.14719, 0, 0]","[-1499.7346699999998, -2139.58836, 286.95836000000054, -1493.7646800000011]","[-1360.68416, -2431.63282, 556.2020399999992, -1168.1778399999985]","[-1185.4935, -2714.1808899999996, 700.7626399999999, -1130.1922799999993]","[-1064.35415, -3006.76307, 484.5574000000006, -1170.3287200000013]","[-1001.78807, -3347.52052, 250.26431999999977, -1363.0298000000003]","[-905.35052, -3709.01481, 385.75019999999995, -1445.9771600000004]","[-797.20876, -3898.3073, 432.5670399999999, -757.1699599999993]","[-736.7674400000001, -3960.2078, 241.76527999999985, -247.602000000001]","[-726.92047, -3978.12291, 39.38788000000022, -71.66043999999965]","[-722.98435, -3968.5181799999996, 15.744480000000294, 38.41892000000189]","[-704.4582, -3901.0974200000005, 74.10459999999966, 269.68303999999625]","[-734.094198, -3774.205046, -118.54399199999989, 507.5694960000019]","[-790.8380599999999, -3611.27335, -226.9754479999997, 651.7267840000004]","[-818.08253, -3487.6884299999997, -108.97788000000037, 494.33968000000095]","[-843.03225, -3417.57374, -99.79887999999983, 280.45875999999953]"
