,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[3450.08554, 2130.8546300000003, 0, 0]","[3145.2255800000003, 2119.33347, -1219.439839999999, -46.084640000000945]","[2836.12437, 2105.33961, -1236.404840000001, -55.97544000000016]","[2532.32584, 2080.01925, -1215.19412, -101.28144000000066]","[2206.50325, 2067.64572, -1303.290359999999, -49.494119999999384]","[1899.73922, 2079.47375, -1227.056120000001, 47.312120000000505]","[1576.23483, 2093.9431, -1294.0175599999993, 57.8773999999994]","[1272.22122, 2088.08844, -1216.0544400000008, -23.41863999999987]","[960.01766, 2056.20604, -1248.8142400000008, -127.52959999999996]","[659.24221, 2036.59207, -1203.1018, -78.45588000000043]","[344.94638, 2040.43388, -1257.18332, 15.367240000000493]","[15.36713, 2026.78105, -1318.317, -54.61131999999998]","[-290.43244, 2024.09117, -1223.1982799999998, -10.75952000000052]","[-586.65746, 2006.75915, -1184.9000800000001, -69.32807999999932]","[-883.63042, 1989.07628, -1187.8918399999998, -70.73148000000037]","[-1258.37087, 1958.6789800000001, -1498.9618, -121.58919999999944]"
1,People,"[-1544.5520000000001, 1932.1683899999998, 0, 0]","[-1836.85713, 1860.33847, -1169.2205199999999, -287.3196799999996]","[-2131.21897, 1809.2452899999998, -1177.4473599999992, -204.3727200000003]","[-2425.5198800000003, 1787.08547, -1177.2036400000015, -88.63927999999942]","[-2719.0447, 1743.5982, -1174.0992799999985, -173.94908000000032]","[-3011.33928, 1669.67065, -1169.178320000001, -295.71019999999953]","[-3295.58059, 1613.63962, -1136.9652399999995, -224.1241200000004]","[-3580.87738, 1581.21404, -1141.1871599999995, -129.70231999999942]","[-3881.9059, 1552.20489, -1204.1140800000023, -116.03660000000046]","[-4181.01281, 1519.89071, -1196.4276399999999, -129.2567200000003]","[-4485.71173, 1500.58173, -1218.7956799999993, -77.23591999999917]","[-4801.4335200000005, 1512.54234, -1262.887160000002, 47.84243999999944]","[-5123.65143, 1502.34171, -1288.8716399999976, -40.802520000000186]","[-5410.57823, 1447.3005, -1147.7072000000007, -220.16483999999946]","[-5686.416929999999, 1361.6873699999999, -1103.3547999999973, -342.45252000000073]","[-5941.373610000001, 1283.38379, -1019.8267200000046, -313.21431999999913]"
2,People,"[-6182.654079999999, 1199.37997, 0, 0]","[-6327.787465967078, 1114.7614701646091, -580.5335438683142, -338.4739993415633]","[-6301.271201563785, 1091.04629218107, 106.06505761317021, -94.86071193415683]","[-6274.754937160495, 1067.331114197531, 106.06505761316294, -94.86071193415592]","[-6248.238672757202, 1043.6159362139917, 106.06505761317021, -94.86071193415683]","[-6221.7224083539095, 1019.9007582304528, 106.06505761317021, -94.86071193415592]","[-6195.206143950616, 996.1855802469136, 106.06505761317385, -94.86071193415683]","[-6168.689879547325, 972.4704022633746, 106.06505761316294, -94.86071193415592]","[-6142.173615144034, 948.7552242798354, 106.06505761316667, -94.86071193415691]","[-6115.657350740741, 925.0400462962964, 106.06505761317021, -94.86071193415592]","[-6089.1410863374485, 901.3248683127573, 106.06505761317021, -94.86071193415637]","[-6062.624821934157, 877.6096903292181, 106.06505761316657, -94.86071193415683]","[-6036.108557530864, 853.894512345679, 106.06505761317021, -94.86071193415637]","[-6009.592293127572, 830.1793343621399, 106.06505761317021, -94.86071193415637]","[-5983.07602872428, 806.4641563786008, 106.06505761316657, -94.86071193415637]","[-5956.559764320988, 782.7489783950618, 106.06505761317021, -94.86071193415592]"
3,People,"[-5930.043499917697, 759.0338004115226, 0, 0]","[-5903.527235514403, 735.3186224279835, 106.06505761317385, -94.86071193415637]","[-5877.010971111112, 711.6034444444444, 106.06505761316657, -94.86071193415637]","[-5850.494706707818, 687.8882664609054, 106.06505761317385, -94.86071193415637]","[-5823.978442304528, 664.1730884773663, 106.06505761316294, -94.86071193415637]","[-5797.462177901235, 640.4579104938273, 106.06505761317021, -94.86071193415592]","[-5770.945913497943, 616.7427325102882, 106.06505761316657, -94.86071193415637]","[-5744.429649094651, 593.027554526749, 106.06505761317021, -94.86071193415683]","[-5717.913384691357, 569.3123765432099, 106.06505761317395, -94.86071193415646]","[-5691.397120288067, 545.5971985596708, 106.06505761316294, -94.86071193415637]","[-5664.880855884774, 521.8820205761317, 106.06505761317021, -94.86071193415637]","[-5638.3645914814815, 498.16684259259245, 106.06505761317021, -94.86071193415705]","[-5611.84832707819, 474.45166460905335, 106.06505761316657, -94.86071193415637]","[-5585.332062674897, 450.7364866255143, 106.06505761317021, -94.86071193415614]","[-5529.28552, 427.67249000000004, 224.18617069958782, -92.25598650205711]","[-5231.097839999999, 397.59675, 1192.7507200000036, -120.30296000000021]"
4,People,"[-4929.66787, 380.96308, 0, 0]","[-4618.784193684211, 374.1780478947368, 1243.5347052631587, -27.14012842105285]","[-4310.164760000001, 354.74376, 1234.47773473684, -77.73715157894708]","[-3992.78517, 296.91865, 1269.5183600000018, -231.30043999999998]","[-3672.05346, 247.85506, 1282.92684, -196.25436000000002]","[-3350.5666100000003, 219.97942999999998, 1285.947399999999, -111.50252000000012]","[-3016.76354, 187.82584, 1335.2122800000016, -128.61435999999992]","[-2700.31173, 108.1469, 1265.80724, -318.71576]","[-2381.43055, 16.206529999999997, 1275.5247200000006, -367.76148000000035]","[-2069.6122100000002, -40.25047, 1247.2733599999992, -225.82799999999997]","[-1741.9643399999998, -74.24161, 1310.5914800000019, -135.96455999999998]","[-1416.91928, -118.92161000000002, 1300.1802399999988, -178.72000000000008]","[-1090.2676900000001, -175.17745, 1306.6063599999998, -225.0233599999999]","[-771.70065, -208.88228999999998, 1274.2681600000005, -134.81935999999996]","[-462.42668, -205.34171, 1237.09588, 14.162319999999909]","[-154.06822, -196.05488, 1233.43384, 37.147320000000036]"
5,People,"[149.24849, -200.85927, 0, 0]","[458.47805, -196.40521999999999, 1236.91824, 17.816200000000094]","[764.8407599999999, -161.81181, 1225.4508399999997, 138.3736399999999]","[1080.64599, -107.28846999999999, 1263.2209200000002, 218.09336000000008]","[1394.49437, -80.60821, 1255.3935199999996, 106.72103999999996]","[1720.59907, -60.54891, 1304.4188000000004, 80.2372]","[2039.51587, -17.16706, 1275.6671999999999, 173.5274]","[2364.99461, 26.946990000000003, 1301.914960000001, 176.45620000000002]","[2690.51181, 36.949690000000004, 1302.0688000000002, 40.01080000000004]","[3007.38805, 30.652109999999997, 1267.5049600000002, -25.19032000000003]","[3325.47982, 39.73085, 1272.36708, 36.31496]","[3643.82939, 75.82862, 1273.3982799999994, 144.39108000000002]","[3971.93852, 105.62746000000001, 1312.436520000001, 119.19536000000005]","[4302.43711, 105.0209, 1321.9943599999988, -2.426240000000064]","[4622.94083, 111.74728999999999, 1282.0148799999988, 26.90555999999998]","[4919.794470000001, 141.94666, 1187.4145600000047, 120.79748000000006]"
6,People,"[5198.2213023003205, 153.33765741214057, 0, 0]","[5471.921255175719, 160.7456166773163, 1094.7998115015944, 29.63183706070288]","[5745.621208051118, 168.153575942492, 1094.7998115015944, 29.63183706070288]","[6019.321160926517, 175.56153520766773, 1094.799811501598, 29.63183706070288]","[6293.021113801917, 182.96949447284345, 1094.799811501598, 29.63183706070288]","[6566.721066677315, 190.37745373801917, 1094.7998115015944, 29.63183706070288]","[6840.421019552716, 197.78541300319492, 1094.7998115016017, 29.631837060702992]","[7114.120972428114, 205.19337226837058, 1094.7998115015944, 29.63183706070265]","[7387.820925303515, 212.60133153354636, 1094.7998115016026, 29.63183706070313]","[7661.520878178913, 220.00929079872205, 1094.7998115015944, 29.631837060702765]","[7935.220831054313, 227.41725006389774, 1094.799811501598, 29.631837060702765]","[8208.920783929712, 234.8252093290735, 1094.799811501598, 29.631837060702992]","[8469.795409999999, 238.33531000000002, 1043.4985042811459, 14.040402683706134]","[8696.06183, 231.28366, 905.065680000007, -28.206600000000094]","[8940.93754, 187.94321000000002, 979.502840000001, -173.3617999999999]","[8957.01339918605, 188.81127112403098, 64.30343674419419, 3.4722444961238352]"
7,People,"[8944.461045988372, 198.67405649224807, 0, 0]","[8931.908692790697, 208.53684186046516, -50.20941279069666, 39.45114147286836]","[8919.356339593023, 218.39962722868216, -50.20941279069666, 39.45114147286802]","[8906.803986395349, 228.2624125968992, -50.20941279069666, 39.45114147286813]","[8894.251633197675, 238.12519796511629, -50.20941279069666, 39.45114147286836]","[8881.699279999999, 247.9879833333333, -50.20941279070394, 39.45114147286802]","[8869.146926802327, 257.8507687015504, -50.209412790689385, 39.45114147286847]","[8856.594573604649, 267.71355406976744, -50.20941279071121, 39.45114147286813]","[8844.042220406976, 277.57633943798453, -50.20941279068943, 39.45114147286839]","[8831.489867209302, 287.4391248062016, -50.20941279069666, 39.45114147286836]","[8818.937514011628, 297.30191017441865, -50.20941279069666, 39.45114147286813]","[8806.385160813954, 307.1646955426356, -50.20941279069666, 39.4511414728679]","[8793.83280761628, 317.0274809108527, -50.20941279069666, 39.45114147286836]","[8781.280454418606, 326.89026627906975, -50.20941279069666, 39.45114147286813]","[8768.72810122093, 336.7530516472868, -50.20941279070394, 39.45114147286813]","[8756.175748023254, 346.61583701550387, -50.20941279070394, 39.45114147286836]"
8,People,"[8743.623394825581, 356.47862238372085, 0, 0]","[8731.071041627907, 366.34140775193794, -50.20941279069666, 39.45114147286836]","[8718.518688430233, 376.204193120155, -50.20941279069666, 39.45114147286836]","[8659.49292, 403.96056, -236.1030737209294, 111.02546751937984]","[8416.37768, 455.34525, -972.460960000004, 205.53876000000014]","[8126.60653, 449.22718, -1159.0845999999983, -24.472280000000183]","[7831.66713, 455.92947000000004, -1179.7576000000008, 26.809160000000247]","[7520.79728, 460.47537, -1243.4794000000002, 18.183599999999842]","[7216.46058, 460.07787, -1217.3468000000005, -1.5899999999999195]","[6924.732390000001, 442.40622, -1166.9127599999956, -70.6866]","[6625.78971, 427.61287999999996, -1195.770720000004, -59.17336000000023]","[6328.81404, 450.11357000000004, -1187.9026799999992, 90.00276000000031]","[6025.8839, 476.84142666666673, -1211.7205600000016, 106.91142666666678]","[5745.40474, 471.2382, -1121.9166399999995, -22.412906666666913]","[5450.77866, 433.54254000000003, -1178.50432, -150.7826399999999]","[5165.575265, 401.83944, -1140.8135799999982, -126.81240000000003]"
9,People,"[4875.98093, 373.14493, 0, 0]","[4590.90813, 320.35735, -1140.2911999999997, -211.15031999999997]","[4315.57349, 247.09349, -1101.3385600000001, -293.05544]","[4040.1499700000004, 173.47263, -1101.6940799999975, -294.48344]","[3772.26645, 130.85394, -1071.5340800000013, -170.47476000000006]","[3487.9234899999997, 69.82828, -1137.3718400000016, -244.10263999999995]","[3225.8730100000002, 2.6362200000000002, -1048.2019199999977, -268.76824000000005]","[2953.0852, -73.52922, -1091.151240000001, -304.66175999999996]","[2689.41662, -162.18628999999999, -1054.674320000001, -354.6282800000003]","[2419.80492, -258.5809, -1078.4467999999997, -385.57844]","[2164.35337, -391.61117, -1021.8062000000009, -532.1210800000001]","[1941.15433, -551.74821, -892.796159999999, -640.5481599999998]","[1735.9160000000002, -731.09501, -820.9533199999996, -717.3872000000001]","[1510.0248199999999, -897.5357300000001, -903.5647200000012, -665.7628800000002]","[1268.8963800000001, -1061.98077, -964.5137599999989, -657.7801599999993]","[1059.61424, -1236.24606, -837.1285600000001, -697.0611600000002]"
