,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-711.53854, -2954.10227, 0, 0]","[-517.48072, -2806.55759, 776.23128, 590.1787199999999]","[-340.18416, -2617.74369, 709.18624, 755.2556000000004]","[-108.41582, -2427.49052, 927.0733600000001, 761.0126799999998]","[170.24683000000002, -2395.5662199999997, 1114.6506, 127.69720000000052]","[486.34490999999997, -2447.61877, 1264.39232, -208.21020000000135]","[790.2896, -2425.8829100000003, 1215.77876, 86.9434399999991]","[1078.6867, -2336.7224899999997, 1153.5884, 356.64168000000245]","[1409.0372300000001, -2178.44252, 1321.4021200000018, 633.119879999999]","[1688.3299600000003, -2121.43051, 1117.1709200000005, 228.04803999999967]","[1983.93157, -2105.04433, 1182.4064399999988, 65.54471999999987]","[2227.88495, -1989.8508, 975.8135200000006, 460.77412000000095]","[2412.27995, -1795.0054899999998, 737.5799999999999, 779.3812400000006]","[2596.57286, -1558.02501, 737.1716400000005, 947.9219199999989]","[2814.19809, -1392.65028, 870.5009199999986, 661.49892]","[3084.64058, -1200.27319, 1081.7699600000014, 769.5083599999998]"
1,People,"[3297.2242, -963.37511, 0, 0]","[3502.6829299999995, -697.75187, 821.8349199999975, 1062.4929599999996]","[3755.2948899999997, -493.09852, 1010.4478400000007, 818.6134000000002]","[4045.509, -394.63586000000004, 1160.8564400000014, 393.8506399999999]","[4368.90991, -310.60553, 1293.6036400000012, 336.1213200000002]","[4660.162579999999, -166.21577, 1165.0106799999958, 577.55904]","[4962.52202, -7.4241399999999995, 1209.4377600000043, 635.16652]","[5286.369382195122, -8.247053658536586, 1295.3894487804864, -3.2916546341463473]","[5619.47195, -28.46714, 1332.4102712195138, -80.88034536585373]","[5962.86721, -16.90015, 1373.581040000001, 46.26796]","[6302.34947, 60.26201, 1357.929039999999, 308.64864]","[6626.54743, 128.28708999999998, 1296.791839999998, 272.1003199999999]","[6937.7617900000005, 105.10996000000002, 1244.8574400000034, -92.70851999999985]","[7281.065259999999, 56.55165, 1373.2138799999957, -194.23324000000005]","[7582.6997, 92.97239, 1206.537760000003, 145.68296]","[7893.44396, 158.27351000000002, 1242.977039999998, 261.20448000000005]"
2,People,"[8201.40825, 198.04756, 0, 0]","[8446.216969229423, 119.63387583187391, 979.2348769176897, -313.6547366725044]","[8458.245959597198, 122.29332373029771, 48.11596147109958, 10.637791593695226]","[8470.274949964974, 124.95277162872156, 48.11596147110686, 10.637791593695397]","[8482.303940332751, 127.61221952714537, 48.11596147110686, 10.637791593695226]","[8494.332930700526, 130.27166742556918, 48.11596147109958, 10.637791593695226]","[8506.361921068301, 132.931115323993, 48.11596147109958, 10.637791593695283]","[8518.390911436078, 135.59056322241682, 48.11596147110686, 10.637791593695283]","[8530.419901803853, 138.25001112084064, 48.115961471099624, 10.637791593695292]","[8542.44889217163, 140.90945901926446, 48.11596147110686, 10.637791593695283]","[8554.477882539404, 143.56890691768828, 48.11596147109958, 10.637791593695283]","[8566.50687290718, 146.2283548161121, 48.11596147110686, 10.637791593695283]","[8578.535863274956, 148.8878027145359, 48.11596147109958, 10.63779159369517]","[8590.564853642732, 151.54725061295971, 48.11596147110686, 10.637791593695283]","[8602.593844010507, 154.20669851138354, 48.11596147109958, 10.637791593695283]","[8614.622834378284, 156.86614640980738, 48.11596147110686, 10.637791593695397]"
3,People,"[8626.651824746059, 159.52559430823118, 0, 0]","[8638.680815113836, 162.185042206655, 48.11596147110686, 10.637791593695283]","[8650.709805481609, 164.84449010507882, 48.115961471092305, 10.637791593695283]","[8662.738795849387, 167.5039380035026, 48.11596147111413, 10.63779159369517]","[8674.767786217162, 170.16338590192646, 48.11596147109958, 10.637791593695397]","[8686.796776584939, 172.82283380035025, 48.11596147110686, 10.63779159369517]","[8698.825766952714, 175.4822816987741, 48.11596147109958, 10.637791593695397]","[8710.854757320489, 178.14172959719792, 48.11596147109958, 10.637791593695283]","[8684.50095, 198.60312, -105.41522928195637, 81.84556161120834]","[8525.26792, 196.63648, -636.9321199999977, -7.866559999999936]","[8306.0976, 131.2274, -876.6812800000043, -261.63632000000007]","[8072.73257, 173.92461, -933.4601199999961, 170.78884000000005]","[7828.50223, 325.62455, -976.9213600000003, 606.79976]","[7588.42326, 478.23857999999996, -960.3158800000019, 610.4561199999998]","[7315.58055, 567.90332, -1091.3708399999996, 358.6589600000002]","[6974.64652, 663.6672900000001, -1363.7361199999978, 383.05588000000034]"
4,People,"[6734.86871, 838.8004099999999, 0, 0]","[6544.1826318518515, 1038.6596396296297, -762.7443125925929, 799.4369185185192]","[6332.45199, 1160.06657, -846.9225674074078, 485.6277214814809]","[6069.749589999999, 1112.21439, -1050.8096000000005, -191.40871999999945]","[5796.601188461538, 1009.3508369230768, -1092.593606153845, -411.45421230769307]","[5522.66859, 947.0965199999999, -1095.7303938461519, -249.01726769230754]","[5229.82441, 912.7985699999999, -1171.3767200000002, -137.19180000000006]","[4957.81466, 829.16063, -1088.0390000000007, -334.55175999999983]","[4674.7228, 677.3258, -1132.3674400000027, -607.3393200000006]","[4334.74369, 539.0534700000001, -1359.9164399999972, -553.0893199999996]","[4099.14686, 532.09802, -942.3873200000016, -27.821800000000167]","[3798.3541299999997, 614.79733, -1203.1709200000005, 330.7972399999999]","[3528.1350899999998, 585.32583, -1080.8761599999998, -117.88599999999997]","[3242.56611, 523.56188, -1142.2759199999982, -247.0558000000001]","[2932.9704, 462.52517, -1238.3828400000002, -244.14683999999988]","[2661.39329, 497.04783, -1086.3084400000007, 138.0906399999999]"
5,People,"[2384.54977, 593.50461, 0, 0]","[2102.88955, 589.36851, -1126.6408800000008, -16.54439999999977]","[1862.9934, 513.88942, -959.5845999999992, -301.91636000000017]","[1610.7313800000002, 378.79241, -1009.0480799999996, -540.3880399999998]","[1374.69102, 372.07518999999996, -944.1614400000008, -26.868880000000217]","[1109.35085, 436.20696, -1061.3606799999998, 256.52708000000007]","[809.85998, 479.1845, -1197.9634800000003, 171.91016000000013]","[550.2362400000001, 523.09344, -1038.4949599999995, 175.6357599999999]","[251.0282, 603.17415, -1196.8321600000015, 320.32284000000055]","[75.22385, 783.91865, -703.2174, 722.9779999999996]","[47.90627, 1027.68096, -109.27032, 975.0492399999998]","[-29.34048, 1314.58622, -308.98699999999997, 1147.62104]","[-154.32473000000002, 1561.27818, -499.93700000000007, 986.7678400000004]","[-291.86155, 1823.18452, -550.14728, 1047.62536]","[-371.06877000000003, 2103.7733399999997, -316.82888, 1122.3552799999989]","[-348.73958999999996, 2398.0349100000003, 89.31672000000026, 1177.0462800000023]"
6,People,"[-299.02621, 2815.7436199999997, 0, 0]","[-274.508, 3134.28124, 98.07284000000004, 1274.1504800000002]","[-262.10156, 3273.10678, 49.6257599999999, 555.3021600000011]","[-242.34912999999997, 3320.51128, 79.00972000000013, 189.6180000000004]","[-235.24886, 3289.96447, 28.401079999999865, -122.18724000000111]","[-261.39677, 3230.52793, -104.59163999999998, -237.74615999999878]","[-308.39331, 3166.87794, -187.98615999999993, -254.59996000000137]","[-409.64996, 3140.58914, -405.02660000000014, -105.15519999999924]","[-469.0493, 3145.4908600000003, -237.59736000000018, 19.6068800000012]","[-464.12682, 3150.42652, 19.68992000000003, 19.742639999998573]","[-436.55622999999997, 3152.9978899999996, 110.28236000000015, 10.285479999998643]","[-419.29497000000003, 3166.4542, 69.04503999999974, 53.82524000000194]","[-435.35715, 3196.01824, -64.24871999999982, 118.256159999999]","[-410.53243, 3247.9956, 99.29888000000005, 207.90944000000127]","[-334.77105, 3325.20639, 303.0455199999999, 308.84315999999853]","[-288.3358, 3418.96835, 185.74099999999999, 375.0478400000011]"
7,People,"[-299.76277000000005, 3428.07184, 0, 0]","[-333.64949, 3302.35554, -135.54687999999987, -502.8652000000002]","[-332.35867, 2984.87601, 5.163279999999986, -1269.9181200000003]","[-319.41381, 2632.65035, 51.77944000000002, -1408.9026400000002]","[-345.13462000000004, 2425.85157, -102.88324000000011, -827.1951200000003]","[-453.29435, 2317.53635, -432.63891999999987, -433.2608799999998]","[-668.4706, 2260.8364, -860.7049999999999, -226.79979999999887]","[-903.47317, 2183.23159, -940.01028, -310.4192400000011]","[-1072.78396, 2059.55192, -677.2431600000006, -494.7186800000004]","[-1201.51731, 1885.63786, -514.9333999999999, -695.6562399999993]","[-1335.90654, 1737.7216, -537.55692, -591.6650399999999]","[-1501.7777, 1649.08084, -663.4846400000006, -354.56304]","[-1756.00995, 1577.24275, -1016.9289999999992, -287.3523600000008]","[-1992.8781600000002, 1443.08573, -947.4728400000013, -536.6280799999995]","[-2082.97234, 1250.71613, -360.3767199999984, -769.4784]","[-2115.65962, 1004.12453, -130.7491200000004, -986.3663999999999]"
8,People,"[-2205.66052, 749.4462900000001, 0, 0]","[-2315.32607, 486.5057, -438.66220000000067, -1051.7623600000004]","[-2360.5941199999997, 214.9532, -181.0721999999987, -1086.21]","[-2324.98429, -42.56047, 142.4393199999995, -1030.05468]","[-2233.61584, -292.79972999999995, 365.47379999999976, -1000.9570399999998]","[-2174.76478, -553.7954900000001, 235.40423999999985, -1043.9830400000005]","[-2200.64196, -811.4058200000001, -103.50871999999981, -1030.44132]","[-2230.63338, -1091.01372, -119.96568000000116, -1118.4315999999994]","[-2160.26193, -1288.34123, 281.4858000000006, -789.310040000001]","[-1968.4588899999999, -1336.25073, 767.212160000001, -191.63799999999992]","[-1718.67052, -1441.36329, 999.15348, -420.4502400000001]","[-1549.3816800000002, -1591.34622, 677.1553599999988, -599.9317199999996]","[-1406.3285, -1804.6250100000002, 572.2127200000004, -853.1151600000012]","[-1251.32477, -2011.11785, 620.0149200000005, -825.9713599999995]","[-1109.0225300000002, -2126.4822, 569.208959999999, -461.4573999999993]","[-936.15805, -2239.89743, 691.4579200000007, -453.66092000000026]"
9,People,"[-760.97546, -2364.78618, 0, 0]","[-681.79401, -2482.11294, 316.72580000000016, -469.3070399999997]","[-664.9961900000001, -2604.14802, 67.19127999999955, -488.14032000000043]","[-677.81122, -2757.38101, -51.260119999999915, -612.9319599999999]","[-682.84835, -2884.20011, -20.148519999999735, -507.27640000000065]","[-713.7538599999999, -3028.1828600000003, -123.62203999999974, -575.9310000000005]","[-785.22368, -3262.9423, -285.8792800000001, -939.0377599999993]","[-960.2872699999999, -3537.26775, -700.2543599999999, -1097.3017999999993]","[-1149.87699, -3682.07935, -758.3588800000009, -579.2464000000006]","[-1262.08636, -3722.48629, -448.83748000000014, -161.6277599999994]","[-1299.45217, -3734.2609899999998, -149.46324000000004, -47.098799999999756]","[-1296.00611, -3753.36069, 13.784239999999954, -76.39880000000085]","[-1283.49542, -3760.5996, 50.04276000000027, -28.95564000000013]","[-1263.51477, -3742.17074, 79.92259999999987, 73.71543999999994]","[-1190.72745, -3692.82251, 291.14927999999964, 197.39292000000023]","[-1073.46711, -3598.0613700000004, 469.04136000000017, 379.04455999999846]"
